지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),적설(cm),현상번호(국내식),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C)
108,서울,2021-03-24 09:00,8.6,,1.7,90,63,1011.2,,,9.3,8.2,7.7
108,서울,2021-03-24 10:00,10.1,,2.8,110,54,1011.5,,,12.3,8.8,7.9
108,서울,2021-03-24 11:00,12,,2.3,200,51,1011.4,,,18.6,9.6,8.4
108,서울,2021-03-24 12:00,13.8,,2.8,200,45,1010.9,,,23.5,10.8,9
108,서울,2021-03-24 13:00,15,,3.2,180,41,1009.9,,,25.2,12.1,9.9
108,서울,2021-03-24 14:00,15.8,,3.7,250,40,1008.8,,,25.7,13.2,10.8
108,서울,2021-03-24 15:00,16.6,,3.6,230,41,1008.1,,,24.7,14,11.5
108,서울,2021-03-24 16:00,16.7,,2.4,250,41,1007.6,,,22.4,14.4,12.1
108,서울,2021-03-24 17:00,15.4,,4.3,270,47,1008,,,15.6,14.4,12.4
108,서울,2021-03-24 18:00,14.1,,4.1,270,52,1008.6,,,12.1,14,12.5
108,서울,2021-03-24 19:00,11.9,,3.4,270,61,1009,,,9.8,13.3,12.3
108,서울,2021-03-24 20:00,10.8,,3,270,69,1010,,,8.7,12.7,11.9
108,서울,2021-03-24 21:00,10.5,,2.2,270,70,1010.1,,,8.5,12.2,11.6
108,서울,2021-03-24 22:00,10,,1.2,270,71,1010,,,7.7,11.7,11.2
108,서울,2021-03-24 23:00,9.3,,1.3,290,73,1010.4,,,7.1,11.3,10.9
108,서울,2021-03-25 00:00,9.1,,.8,270,76,1010.1,,,6.7,10.8,10.6
108,서울,2021-03-25 01:00,8.9,,1.1,250,78,1009.9,,,6.8,10.5,10.3
108,서울,2021-03-25 02:00,8.9,,.8,250,79,1009.4,,,7,10.3,10
108,서울,2021-03-25 03:00,9,,1.2,290,81,1009.5,,,6.7,10.1,9.8
108,서울,2021-03-25 04:00,9,,1.9,270,83,1009.6,,,7.4,10,9.7
108,서울,2021-03-25 05:00,9,,.6,290,82,1009.9,,,7.3,9.9,9.5
108,서울,2021-03-25 06:00,9.1,,.8,340,82,1010.4,,,7.4,9.8,9.4
108,서울,2021-03-25 07:00,8.5,,1.8,20,84,1010.5,,,6.9,9.7,9.3
108,서울,2021-03-25 08:00,8.8,,1.8,50,82,1011.2,,,8.4,9.6,9.2
108,서울,2021-03-25 09:00,10.1,,1.1,320,76,1011.8,,,11.6,9.8,9.2
108,서울,2021-03-25 10:00,12.7,,1.4,230,68,1012,,,19.6,10.4,9.5
108,서울,2021-03-25 11:00,14.6,,2.5,160,59,1011.9,,,22.5,11.5,10
108,서울,2021-03-25 12:00,15.8,,3,250,52,1011.5,,,26,12.8,10.8
108,서울,2021-03-25 13:00,17.1,,3,270,48,1010.9,,,27.4,13.9,11.6
108,서울,2021-03-25 14:00,18.8,,2.8,230,46,1010.1,,,28.2,15,12.5
108,서울,2021-03-25 15:00,18.5,,3.2,270,40,1009.8,,,26.8,15.8,13.2
108,서울,2021-03-25 16:00,18.1,,3.8,270,42,1009.7,,,23.5,16,13.7
108,서울,2021-03-25 17:00,17.5,,2.9,250,44,1009.6,,,17.2,15.9,13.9
108,서울,2021-03-25 18:00,15.5,,3.7,270,55,1010,,,13.8,15.5,14
108,서울,2021-03-25 19:00,13.1,,3.4,250,62,1010.3,,,11.2,14.8,13.8
108,서울,2021-03-25 20:00,11.9,,2.9,270,64,1010.8,,,9.8,14.1,13.4
108,서울,2021-03-25 21:00,10,,3.3,270,74,1011.5,,19,8.7,13.4,12.9
108,서울,2021-03-25 22:00,8.6,,2,230,80,1011.6,,19,7.8,12.8,12.5
108,서울,2021-03-25 23:00,7.5,,2.2,270,85,1011.4,,19,7.1,12.2,12
108,서울,2021-03-26 00:00,6.8,,2.4,250,88,1011.7,,19,6.5,11.7,11.6
108,서울,2021-03-26 01:00,6.1,,1.7,270,90,1011.6,,19,6,11.3,11.2
108,서울,2021-03-26 02:00,5.8,,1.6,250,91,1011.7,,19,5.5,10.9,10.8
108,서울,2021-03-26 03:00,5.7,,1.3,290,92,1011.1,,19,5.2,10.5,10.5
108,서울,2021-03-26 04:00,5.4,,1.4,250,93,1011.2,,19,4.9,10.1,10.1
108,서울,2021-03-26 05:00,5.2,,.9,250,93,1011.5,,19,4.6,9.8,9.8
108,서울,2021-03-26 06:00,5,,1,250,93,1012,,19,4.1,9.5,9.6
108,서울,2021-03-26 07:00,4.9,,.9,270,94,1012.7,,19,4.5,9.2,9.3
108,서울,2021-03-26 08:00,5.8,,.3,0,94,1013.3,,19,6.8,9.1,9.1
108,서울,2021-03-26 09:00,8.4,,1.9,50,87,1013.2,,19,13,9.4,9
108,서울,2021-03-26 10:00,10.8,,1.2,90,72,1013.1,,19,17.3,10.1,9.3
108,서울,2021-03-26 11:00,13.7,,1,140,56,1012.6,,4019,22.5,11.1,9.8
108,서울,2021-03-26 12:00,15.4,,.8,20,47,1012.1,,40,21.1,12.3,10.5
108,서울,2021-03-26 13:00,17.3,,2,160,39,1011.2,,40,22.5,13.3,11.3
108,서울,2021-03-26 14:00,18.9,,1.3,90,37,1009.8,,40,23.6,14.5,12.1
108,서울,2021-03-26 15:00,19.8,,1.3,200,31,1009.2,,40,25.4,15.2,12.9
108,서울,2021-03-26 16:00,20.6,,2.1,200,29,1008.4,,,20.9,15.8,13.5
108,서울,2021-03-26 17:00,19.4,,1.3,270,28,1007.7,,,17,15.6,13.8
108,서울,2021-03-26 18:00,18.9,,1.4,250,27,1007.7,,,15,15.3,13.8
108,서울,2021-03-26 19:00,16.9,,2.4,270,37,1007.7,,40,12,14.8,13.7
108,서울,2021-03-26 20:00,15.8,,.9,270,39,1007.7,,40,10.9,14.2,13.4
108,서울,2021-03-26 21:00,14.9,,.8,20,41,1008,,40,10,13.6,13
108,서울,2021-03-26 22:00,13.7,,1.4,200,43,1008.1,,40,9.4,13.1,12.6
108,서울,2021-03-26 23:00,13.1,,.2,0,47,1008.3,,,8.6,12.7,12.3
108,서울,2021-03-27 00:00,12.6,,.8,180,49,1008.1,,40,8.1,12.3,11.9
108,서울,2021-03-27 01:00,12.3,,.1,0,51,1007.8,,40,7.9,11.9,11.6
108,서울,2021-03-27 02:00,12.1,,.6,230,51,1007.5,,40,8,11.6,11.3
108,서울,2021-03-27 03:00,11.9,,1.7,250,43,1007.2,,40,7.7,11.4,11.1
108,서울,2021-03-27 04:00,11.6,,.4,0,44,1006.5,,,7.8,11.2,10.9
108,서울,2021-03-27 05:00,11.1,,1.5,20,48,1006.1,,,6.9,11,10.7
108,서울,2021-03-27 06:00,10.4,,1.4,50,53,1005.4,,,7.3,10.7,10.5
108,서울,2021-03-27 07:00,10.3,,1.8,70,53,1005,,,7.7,10.6,10.3
108,서울,2021-03-27 08:00,11.5,,2.4,70,49,1004.7,,,9.5,10.6,10.2
108,서울,2021-03-27 09:00,12.6,,3,50,47,1004.4,,,11.2,10.9,10.3
108,서울,2021-03-27 10:00,13.1,,2.8,50,46,1004.1,,01,10.6,11.2,10.4
108,서울,2021-03-27 11:00,13.6,,2.7,50,46,1003.6,,01,12.7,11.3,10.5
108,서울,2021-03-27 12:00,14.9,0,2.7,70,42,1002.1,,01,13.1,11.8,10.7
108,서울,2021-03-27 13:00,13.1,,3.2,70,65,1001.5,,01,12,12,11
108,서울,2021-03-27 14:00,12.1,,4.4,50,78,1000.1,,1901,11.8,11.9,11
108,서울,2021-03-27 15:00,11.4,4,4.2,50,87,998.6,,1901,12,11.9,11.1
108,서울,2021-03-27 16:00,11.2,,3.9,70,92,997.2,,1901,12.1,11.9,11.1
108,서울,2021-03-27 17:00,11.1,,3.3,70,93,996.4,,1901,11.3,11.9,11.1
108,서울,2021-03-27 18:00,11.1,9.8,3.9,50,96,995.5,,1901,10.9,11.8,11.1
108,서울,2021-03-27 19:00,11.2,,3.7,70,97,994.9,,1901,10.8,11.7,11.1
108,서울,2021-03-27 20:00,11.5,,3.3,70,98,994.3,,1901,10.9,11.7,11
108,서울,2021-03-27 21:00,11.7,5.8,2.4,70,99,994,,1901,11,11.7,11
108,서울,2021-03-27 22:00,12,,2.5,70,99,993.1,,1901,11.1,11.7,11
108,서울,2021-03-27 23:00,12.2,,2.5,70,100,991.9,,1901,11.3,11.7,11
108,서울,2021-03-28 00:00,12.4,5.9,2.2,50,100,991,,1901,11.4,11.8,11
108,서울,2021-03-28 01:00,12.5,,1,50,98,990.4,,1901,11.5,11.9,11.1
108,서울,2021-03-28 02:00,12.8,,3.1,200,99,989.6,,1901,11.6,11.9,11.1
108,서울,2021-03-28 03:00,11.9,3.6,5.4,180,97,989.7,,1901,11.3,11.9,11.2
108,서울,2021-03-28 04:00,10.6,,6.2,200,97,990,,1901,10.6,11.9,11.1
108,서울,2021-03-28 05:00,9.2,,3.9,200,96,990.1,,1901,9.7,11.7,11.1
108,서울,2021-03-28 06:00,8.3,1.3,3.8,200,98,990.4,,190201,9.2,11.5,10.9
108,서울,2021-03-28 07:00,7.7,,5.3,200,100,991.2,,19160201,8.8,11.2,10.8
108,서울,2021-03-28 08:00,7.8,,3.7,180,100,991.8,,1901,8.8,11,10.6
108,서울,2021-03-28 09:00,7.8,2.8,3,230,98,992.1,,1901,9.1,10.8,10.4
108,서울,2021-03-28 10:00,7.9,,3.2,200,99,993,,1901,9.5,10.8,10.3
108,서울,2021-03-28 11:00,8.2,,2.6,200,99,993.5,,1901,9.9,10.8,10.3
108,서울,2021-03-28 12:00,8.4,.5,2.3,180,100,993.2,,1902,10.8,10.9,10.3
108,서울,2021-03-28 13:00,8.9,,3.4,200,99,993.5,,1902,11.3,11.1,10.3
108,서울,2021-03-28 14:00,8.9,,4.6,200,98,993.4,,19,11.2,11.3,10.5
108,서울,2021-03-28 15:00,8.8,0,3.9,230,95,993.6,,19,11.1,11.3,10.6
108,서울,2021-03-28 16:00,9,,3.6,250,92,993.9,,19,10.3,11.3,10.6
108,서울,2021-03-28 17:00,8.9,,3.1,230,89,994,,,9.8,11.2,10.6
108,서울,2021-03-28 18:00,8.8,,3.4,200,90,994,,,9.5,11.1,10.5
108,서울,2021-03-28 19:00,8.9,,2.4,200,90,994.5,,,9.2,11,10.4
108,서울,2021-03-28 20:00,9,,2.4,200,91,994.5,,,9.2,10.9,10.3
108,서울,2021-03-28 21:00,9.3,0,3,200,91,994.7,,1901,9.2,10.8,10.3
108,서울,2021-03-28 22:00,9.4,,1.9,230,92,994.5,,1901,9.3,10.7,10.2
108,서울,2021-03-28 23:00,8.9,,2.9,230,95,994.4,,1901,9,10.7,10.1
108,서울,2021-03-29 00:00,8.8,1,3.2,200,97,994.2,,190201,9,10.6,10.1
108,서울,2021-03-29 01:00,9,,3.7,230,100,994,,1902,9.1,10.6,10
108,서울,2021-03-29 02:00,8.9,,3.4,230,99,994.6,,191602,9,10.5,10
108,서울,2021-03-29 03:00,8.6,.2,3.1,230,97,995.1,,421902,8.8,10.5,9.9
108,서울,2021-03-29 04:00,8.2,,2.8,230,96,995.7,,4219,8.6,10.4,9.9
108,서울,2021-03-29 05:00,8.2,,2.3,230,96,996.3,,4219,8.5,10.3,9.8
108,서울,2021-03-29 06:00,8.3,,2.4,250,96,997.2,,4219,8.6,10.3,9.8
108,서울,2021-03-29 07:00,8.4,,1.7,230,93,998.1,,4219,8.6,10.2,9.7
108,서울,2021-03-29 08:00,8.7,,2.2,250,91,998.7,,4219,10,10.2,9.7
108,서울,2021-03-29 09:00,9.4,,2.3,320,83,998.9,,4219,14.4,10.5,9.7
108,서울,2021-03-29 10:00,10.9,,3.6,270,57,998.8,,4219,18.6,10.9,10
108,서울,2021-03-29 11:00,12.4,,4,320,46,998.7,,42,22.2,11.4,10.3
108,서울,2021-03-29 12:00,13.5,,4.9,250,36,998.3,,42,22.3,12.2,10.7
108,서울,2021-03-29 13:00,13.9,,4.1,250,40,998.5,,42,21.6,13.1,11.3
108,서울,2021-03-29 14:00,14.2,,5.3,250,35,998.6,,42,20.7,13.8,11.9
108,서울,2021-03-29 15:00,13,,5.7,270,35,998,,42,15.3,13.9,12.3
108,서울,2021-03-29 16:00,13.6,,5.1,250,34,997.9,,42,16.3,14,12.5
108,서울,2021-03-29 17:00,12.6,,4.5,250,38,998.2,,42,12.8,13.8,12.6
108,서울,2021-03-29 18:00,11.9,,3.2,250,38,998,,42,10.8,13.5,12.5
108,서울,2021-03-29 19:00,10.7,,3,250,42,998.5,,42,8.5,13,12.3
108,서울,2021-03-29 20:00,10,,3,250,45,998.7,,42,7.5,12.4,11.9
108,서울,2021-03-29 21:00,9.3,,2.4,250,50,999.5,,42,6.9,11.8,11.5
108,서울,2021-03-29 22:00,8.8,,3,270,52,1000,,42,6.3,11.4,11.1
108,서울,2021-03-29 23:00,8,,1.7,270,56,1000.2,,42,5.8,10.9,10.8
108,서울,2021-03-30 00:00,7.3,,1.3,250,63,1001.1,,42,5.4,10.5,10.5
108,서울,2021-03-30 01:00,6.5,,1.4,250,68,1001.4,,42,4.8,10.1,10.1
108,서울,2021-03-30 02:00,5.7,,1.9,270,73,1001.3,,42,4.3,9.7,9.8
108,서울,2021-03-30 03:00,5.2,,2.1,270,76,1001.1,,42,4,9.3,9.4
108,서울,2021-03-30 04:00,4.9,,.7,290,79,1001,,42,3.5,9,9.1
108,서울,2021-03-30 05:00,4.4,,1.6,270,81,1001.2,,4219,3.1,8.7,8.8
108,서울,2021-03-30 06:00,4.2,,.4,0,80,1001.2,,4219,2.9,8.4,8.5
108,서울,2021-03-30 07:00,4.5,,1,50,74,1002.2,,42,4.1,8.2,8.3
108,서울,2021-03-30 08:00,5.8,,1.2,20,72,1002.9,,42,5.5,8.1,8.1
108,서울,2021-03-30 09:00,8.2,,1,200,55,1003.1,,42,13.6,8.4,8.1
108,서울,2021-03-30 10:00,11,,2.8,180,44,1003.5,,42,19.2,9.3,8.5
108,서울,2021-03-30 11:00,13.2,,1.8,270,36,1003.3,,42,23.7,10.4,9.1
108,서울,2021-03-30 12:00,14.4,,3.4,290,27,1003,,42,25.7,11.6,9.9
108,서울,2021-03-30 13:00,16,,3.3,290,23,1002.3,,42,27,12.8,10.7
108,서울,2021-03-30 14:00,17.2,,3.1,270,22,1001.6,,42,26.5,13.8,11.4
108,서울,2021-03-30 15:00,17.8,,3.9,230,25,1001.9,,42,25.1,14.5,12.1
108,서울,2021-03-30 16:00,18.2,,3,250,25,1001.4,,42,22.5,14.9,12.7
108,서울,2021-03-30 17:00,17.7,,3.2,250,25,1001.1,,42,15.8,15,13
108,서울,2021-03-30 18:00,16.2,,4.8,250,34,1001.3,,42,12.4,14.7,13.2
108,서울,2021-03-30 19:00,13.4,,4.3,270,33,1002.1,,42,9.8,14.1,13.1
108,서울,2021-03-30 20:00,11.7,,3.6,270,34,1002.6,,42,8.3,13.4,12.7
108,서울,2021-03-30 21:00,11.1,,2.6,250,34,1003.6,,42,7.6,12.8,12.3
108,서울,2021-03-30 22:00,10.3,,1.5,270,36,1004.1,,42,7,12.2,11.9
108,서울,2021-03-30 23:00,9.7,,1.7,250,43,1004.3,,42,6.5,11.7,11.5
108,서울,2021-03-31 00:00,9,,.6,320,47,1004.3,,,5.9,11.2,11.1
108,서울,2021-03-31 01:00,8.4,,1.3,50,47,1004.3,,,5.4,10.8,10.7
108,서울,2021-03-31 02:00,8.1,,1.6,360,51,1004.4,,,4.9,10.4,10.4
108,서울,2021-03-31 03:00,7.6,,1.1,340,57,1004,,,4.6,10,10.1
108,서울,2021-03-31 04:00,7.3,,.9,270,56,1004.1,,,4.1,9.7,9.7
108,서울,2021-03-31 05:00,6.6,,.4,0,57,1004.4,,,3.8,9.4,9.4
108,서울,2021-03-31 06:00,6.2,,1.3,50,61,1004.5,,,3.5,9.1,9.2
108,서울,2021-03-31 07:00,6,,1,50,63,1004.6,,,4,8.8,8.9
108,서울,2021-03-31 08:00,7.8,,.8,70,61,1004.9,,,6.2,8.7,8.7
108,서울,2021-03-31 09:00,10.9,,.9,70,53,1005.4,,,14.6,9.1,8.7
108,서울,2021-03-31 10:00,14,,2.4,50,41,1005.7,,,19.3,10,9.1
108,서울,2021-03-31 11:00,15.5,,.8,160,36,1005.4,,,22.5,11.1,9.7
108,서울,2021-03-31 12:00,17.7,,1.1,70,30,1004.6,,,26.8,12.3,10.4
108,서울,2021-03-31 13:00,19.8,,1.9,160,24,1003.9,,,28.3,13.8,11.4
108,서울,2021-03-31 14:00,21.4,,2.3,200,19,1003.2,,,28.4,15.2,12.5
108,서울,2021-03-31 15:00,22.3,,2.6,180,21,1002.5,,,26.9,16.2,13.4
108,서울,2021-03-31 16:00,22.2,,3,270,21,1002.4,,,24.1,16.8,14.1
108,서울,2021-03-31 17:00,22.1,,2.8,250,22,1002.2,,,18.1,16.7,14.5
108,서울,2021-03-31 18:00,21.1,,2.3,250,22,1002.5,,,15.1,16.4,14.7
108,서울,2021-03-31 19:00,18.9,,1.8,270,30,1002.9,,,12.8,15.8,14.5
108,서울,2021-03-31 20:00,17.5,,2.9,290,35,1003.6,,,11.5,15.1,14.2
108,서울,2021-03-31 21:00,16.8,,3,290,37,1004.3,,,10.6,14.5,13.8
108,서울,2021-03-31 22:00,16.1,,1.3,320,44,1004.8,,,10.2,14.1,13.5
108,서울,2021-03-31 23:00,14.7,,1.8,270,50,1004.7,,,9.7,13.7,13.2
108,서울,2021-04-01 00:00,13.5,,2.3,70,47,1004.9,,,9.1,13.2,12.8
108,서울,2021-04-01 01:00,13.1,,1.4,50,49,1005.1,,,8.5,12.8,12.5
108,서울,2021-04-01 02:00,12.4,,2.1,50,53,1005.5,,,8.3,12.4,12.2
108,서울,2021-04-01 03:00,13.1,,3.4,70,43,1005.9,,,8,12.2,11.9
108,서울,2021-04-01 04:00,13,,3.1,70,44,1006.1,,,7.7,11.9,11.7
108,서울,2021-04-01 05:00,13,,2.9,90,44,1006.2,,,7.4,11.7,11.4
108,서울,2021-04-01 06:00,12.6,,3,70,45,1006.7,,,7.2,11.5,11.2
108,서울,2021-04-01 07:00,12,,3.5,50,46,1007.6,,,7.5,11.3,11
108,서울,2021-04-01 08:00,14,,3.5,70,43,1008.7,,,9.3,11.2,10.9
108,서울,2021-04-01 09:00,16.2,,4.3,50,38,1009.1,,,16.2,11.5,10.9
108,서울,2021-04-01 10:00,18.2,,3.7,50,31,1009.5,,,20.7,12.2,11.2
108,서울,2021-04-01 11:00,20.2,,2.9,70,25,1009.3,,,24.8,13.2,11.7
108,서울,2021-04-01 12:00,21.7,,3.2,90,21,1008.8,,,26.4,14.4,12.4
108,서울,2021-04-01 13:00,22.6,,3.5,90,20,1008.2,,,26.9,15.5,13.2
108,서울,2021-04-01 14:00,23.6,,3.2,70,20,1007.7,,,26.2,16.5,14
108,서울,2021-04-01 15:00,23.2,,3.6,70,19,1007.2,,,22,16.8,14.6
108,서울,2021-04-01 16:00,23.5,,3,110,20,1007,,,22.6,17.1,14.9
108,서울,2021-04-01 17:00,23,,3.6,140,22,1007,,,18.4,17.2,15.2
108,서울,2021-04-01 18:00,22.3,,2.4,110,24,1007.1,,,15.5,17,15.4
108,서울,2021-04-01 19:00,20.6,,4.6,140,25,1007.5,,,13.1,16.5,15.2
108,서울,2021-04-01 20:00,19.2,,3.4,110,27,1008.3,,,11.9,15.9,15
108,서울,2021-04-01 21:00,18.1,,3.7,70,33,1009.4,,,11.2,15.4,14.6
108,서울,2021-04-01 22:00,16.5,,6.5,50,38,1010.1,,,10.6,15,14.3
108,서울,2021-04-01 23:00,15.4,,5.7,50,40,1010.3,,,10.4,14.6,14
108,서울,2021-04-02 00:00,14.6,,5.1,50,41,1010.2,,,10.3,14.3,13.7
108,서울,2021-04-02 01:00,14.2,,4.8,70,39,1010.9,,,10,14,13.5
108,서울,2021-04-02 02:00,13.7,,4.3,70,39,1010.2,,,9.2,13.7,13.2
108,서울,2021-04-02 03:00,12.9,,4.8,50,43,1010,,,8.3,13.4,13
108,서울,2021-04-02 04:00,12.6,,5,70,45,1009.8,,,8.2,13.1,12.7
108,서울,2021-04-02 05:00,12.8,,3.7,70,45,1010.2,,,9,12.8,12.4
108,서울,2021-04-02 06:00,12.7,,3.6,70,45,1010.3,,,8.9,12.7,12.3
108,서울,2021-04-02 07:00,12.9,,4,50,44,1011.4,,,9.6,12.6,12.1
108,서울,2021-04-02 08:00,13.6,,4.1,70,42,1011,,,11,12.6,12
108,서울,2021-04-02 09:00,15.4,,4.9,70,38,1010.9,,,15.6,12.7,12.1
108,서울,2021-04-02 10:00,17.4,,3.9,70,34,1010.9,,,20.4,13.3,12.3
108,서울,2021-04-02 11:00,18.9,,3.9,90,29,1010.2,,,21.6,14.2,12.7
108,서울,2021-04-02 12:00,20.7,,3.9,70,26,1009.4,,,24.6,15.3,13.3
108,서울,2021-04-02 13:00,21.6,,2.8,50,26,1008.5,,,23.7,16,14
108,서울,2021-04-02 14:00,22,,2.1,90,26,1007.7,,,22.8,16.6,14.6
108,서울,2021-04-02 15:00,22.9,,1.6,70,26,1007.1,,,22.9,17.1,15
108,서울,2021-04-02 16:00,22.3,,.9,230,27,1007,,,19.8,17.3,15.5
108,서울,2021-04-02 17:00,21.7,,1.9,230,29,1006.9,,,18.5,17.3,15.7
108,서울,2021-04-02 18:00,21,,1.8,270,30,1007.2,,,16.2,17,15.7
108,서울,2021-04-02 19:00,19.9,0,2.3,290,34,1007.2,,01,15,16.7,15.5
108,서울,2021-04-02 20:00,19.4,0,2.9,290,35,1007.5,,01,14.2,16.3,15.3
108,서울,2021-04-02 21:00,19,,.8,50,36,1007.7,,,14.5,16,15.1
108,서울,2021-04-02 22:00,18.8,,2.5,70,38,1007.4,,,14.1,15.8,14.9
108,서울,2021-04-02 23:00,18.4,,2.4,50,40,1007.4,,,13.6,15.6,14.8
108,서울,2021-04-03 00:00,18,,2.4,70,41,1006.8,,,13.1,15.4,14.6
108,서울,2021-04-03 01:00,17.7,,1.8,50,45,1006.5,,,13.1,15.2,14.5
108,서울,2021-04-03 02:00,17.6,,2.5,70,49,1005.9,,,13.4,15,14.3
108,서울,2021-04-03 03:00,17.7,,2.4,50,51,1005.4,,,13.4,14.9,14.2
108,서울,2021-04-03 04:00,17.6,,2.4,50,54,1005.2,,,13.5,14.9,14.1
108,서울,2021-04-03 05:00,17.6,,2.5,70,57,1004.5,,,13.4,14.8,14.1
108,서울,2021-04-03 06:00,17.4,,3.4,70,59,1004,,,13.4,14.8,14
108,서울,2021-04-03 07:00,17.3,,3.2,50,60,1004.2,,,13.5,14.7,14
108,서울,2021-04-03 08:00,17.3,0,2.6,50,60,1004.3,,01,13.8,14.7,13.9
108,서울,2021-04-03 09:00,17.5,0,1.4,70,62,1004.2,,01,14.7,14.8,13.9
108,서울,2021-04-03 10:00,16.8,.7,1.9,70,79,1003.9,,1901,15,14.9,14
108,서울,2021-04-03 11:00,15.8,4.1,2.2,50,89,1003.6,,1901,15.2,14.9,14
108,서울,2021-04-03 12:00,14.9,10.3,2.9,50,94,1003,,1901,14.6,15,14.1
108,서울,2021-04-03 13:00,14.8,8,2.1,50,94,1002.3,,1901,15.2,15,14.1
108,서울,2021-04-03 14:00,14.5,5.5,3.7,50,96,1001.2,,1901,14.7,15,14.2
108,서울,2021-04-03 15:00,14.4,4.7,3.3,50,96,1000.3,,1901,14.6,15,14.2
108,서울,2021-04-03 16:00,14.4,4.5,3.9,50,98,999.5,,1901,14.6,15,14.2
108,서울,2021-04-03 17:00,14.3,3,3.3,50,98,999.1,,1901,14.3,15,14.2
108,서울,2021-04-03 18:00,14.2,4,2.9,50,98,999.4,,1901,13.9,14.9,14.2
108,서울,2021-04-03 19:00,14,4.4,3.3,70,97,999,,1901,13.7,14.8,14.1
108,서울,2021-04-03 20:00,13.5,1.1,5,50,95,999.3,,1901,13.3,14.7,14
108,서울,2021-04-03 21:00,12.5,0,5.4,70,94,999.4,,1901,12.7,14.5,13.9
108,서울,2021-04-03 22:00,11.7,5.3,5.1,50,95,1000,,1901,11.9,14.2,13.7
108,서울,2021-04-03 23:00,11.4,.6,3.7,50,94,1000.4,,1901,11.8,14,13.5
108,서울,2021-04-04 00:00,10.9,0,3.9,50,92,1000.8,,01,11.4,13.8,13.3
108,서울,2021-04-04 01:00,10.5,.2,3.9,50,96,1000.6,,1901,11.1,13.6,13.2
108,서울,2021-04-04 02:00,10.3,0,4.4,50,94,1000.6,,1901,10.9,13.4,13
108,서울,2021-04-04 03:00,10.4,0,3.9,50,91,1001,,01,10.8,13.3,12.9
108,서울,2021-04-04 04:00,10.2,0,3.3,50,92,1001.5,,01,10.6,13.1,12.7
108,서울,2021-04-04 05:00,9.7,.3,4.5,50,93,1001.3,,01,10.2,12.9,12.6
108,서울,2021-04-04 06:00,9.5,.1,3.6,50,91,1002.4,,01,10.1,12.8,12.4
108,서울,2021-04-04 07:00,9.6,,4.3,50,86,1002.8,,,10.2,12.6,12.3
108,서울,2021-04-04 08:00,10,,3.8,50,80,1004.1,,,11,12.5,12.2
108,서울,2021-04-04 09:00,10.7,,4.5,20,75,1004.8,,,13.2,12.6,12.1
108,서울,2021-04-04 10:00,11.6,,3.4,50,67,1005.6,,,14.7,12.9,12.2
108,서울,2021-04-04 11:00,12.8,,3.3,50,61,1005.6,,,18.2,13.3,12.4
108,서울,2021-04-04 12:00,14.7,,3.6,50,53,1005.7,,,25.4,14.2,12.8
108,서울,2021-04-04 13:00,15.5,,2.8,90,51,1005.2,,,23.9,15.2,13.5
108,서울,2021-04-04 14:00,15.4,,1.7,340,50,1004.8,,,22.5,15.8,14.1
108,서울,2021-04-04 15:00,15.4,,1.9,70,50,1004.7,,,18.8,16.1,14.5
108,서울,2021-04-04 16:00,15,,2.3,20,52,1004.9,,,16.6,16.1,14.7
108,서울,2021-04-04 17:00,14.8,,2.4,50,51,1005.1,,,15.2,15.9,14.8
108,서울,2021-04-04 18:00,14.3,,2.7,50,50,1005.6,,,13.8,15.6,14.7
108,서울,2021-04-04 19:00,13.6,,2.4,50,51,1006.2,,,12.3,15.2,14.5
108,서울,2021-04-04 20:00,12.3,,2.5,50,54,1007.7,,,10.3,14.8,14.2
108,서울,2021-04-04 21:00,11.4,,3.7,50,55,1008.8,,,9.6,14.3,13.9
108,서울,2021-04-04 22:00,10.3,,2.2,50,60,1009.7,,,8.7,13.8,13.5
108,서울,2021-04-04 23:00,9.6,,3.1,50,60,1010.1,,,7.9,13.3,13.1
108,서울,2021-04-05 00:00,9,,2.1,50,61,1010.5,,,7.5,12.8,12.8
108,서울,2021-04-05 01:00,8.1,,1.8,20,67,1010.9,,,7,12.4,12.4
108,서울,2021-04-05 02:00,7.4,,2.6,20,69,1011.2,,,6.5,12,12
108,서울,2021-04-05 03:00,6.8,,2.8,20,71,1011.6,,,6.1,11.6,11.7
108,서울,2021-04-05 04:00,6.5,,2.1,50,72,1011.7,,,5.8,11.3,11.4
108,서울,2021-04-05 05:00,6.1,,2.3,50,75,1012.2,,,5.5,11,11.1
108,서울,2021-04-05 06:00,5.5,,2.3,20,78,1012.6,,,5,10.7,10.8
108,서울,2021-04-05 07:00,5.4,,2.3,50,78,1013.5,,,5.2,10.4,10.5
108,서울,2021-04-05 08:00,7.9,,2.6,70,66,1013.5,,,7.9,10.2,10.3
108,서울,2021-04-05 09:00,10.4,,3.1,70,51,1014,,,15.5,10.5,10.3
108,서울,2021-04-05 10:00,12.5,,3.4,50,34,1013.9,,,20.2,11.2,10.5
108,서울,2021-04-05 11:00,14.2,,3.3,50,28,1014,,,24.1,12.2,11
108,서울,2021-04-05 12:00,15.4,,2.2,110,24,1013.3,,,26.5,13.4,11.7
108,서울,2021-04-05 13:00,16.6,,2.3,250,24,1011.9,,,28.4,14.6,12.6
